Time	Distance	Power
50.773	1705.2	231.28128
50.823	1707.79	181.402968
50.873	1710.38	244.056064
50.923	1712.98	294.009264
50.973	1715.54	310.924576
51.023	1718.17	296.91168
51.073	1720.73	316.16136
51.123	1723.32	168.51072
51.173	1725.89	256.736
51.223	1728.51	303.134832
51.273	1731.17	237.550656
51.323	1733.76	211.80192
51.373	1736.45	218.146176
51.423	1739.04	288.936
51.472	1741.7	303.090984
51.522	1744.35	165.310056
51.572	1746.97	200.547
51.622	1749.63	282.277248
51.672	1752.29	288.7776
51.722	1754.88	253.651936
51.772	1757.53	298.110384
51.822	1760.19	264.66924
51.872	1762.81	312.9594
51.922	1765.53	206.942832
51.972	1768.22	295.04032
52.022	1770.9	248.7254
52.072	1773.62	264.7062
52.122	1776.24	261.440264
52.172	1778.96	198.981312
52.222	1781.64	179.70176
52.272	1784.33	291.976048
52.322	1787.05	271.189568
52.372	1789.76	285.667216
52.422	1792.51	236.039664
52.472	1795.22	315.718504
52.522	1797.97	205.52192
52.572	1800.69	274.33188
52.622	1803.43	205.421568
52.672	1806.15	269.688384
52.722	1808.9	272.68408
52.772	1811.64	295.052096
52.822	1814.36	200.676
52.872	1817.14	263.057312
52.922	1819.91	186.315488
52.972	1822.69	258.367648
53.022	1825.44	308.156928
53.072	1828.24	274.245696
53.122	1831.02	240.7416
53.172	1833.83	272.7276
53.222	1836.61	293.587632
53.272	1839.38	215.036768
53.322	1842.22	256.85248
53.371	1844.97	173.260512
53.421	1847.84	179.734016
53.471	1850.68	258.197632
53.521	1853.51	317.82168
53.571	1856.29	203.812648
53.621	1859.16	195.716304
53.671	1862.03	206.860272
53.721	1864.81	317.79
53.771	1867.7	181.280928
53.821	1870.6	178.118592
53.871	1873.35	272.63512
53.921	1876.31	235.8468
53.971	1879.15	239.000768
54.021	1882.05	232.68788
54.071	1884.95	274.207392
54.121	1887.79	291.99352
54.171	1890.75	206.818992
54.221	1893.49	222.974904
54.271	1896.48	264.46728
54.321	1899.29	311.185312
54.371	1902.22	277.288552
54.421	1905.09	168.36792
54.471	1907.99	238.707536
54.521	1910.89	256.48896
54.571	1913.94	262.722752
54.621	1916.69	319.097296
54.671	1919.74	306.468736
54.721	1922.64	75.633936
54.771	1925.54	-29.435584
54.821	1928.59	-35.908488
54.871	1931.33	-30.000064
54.921	1934.39	-96.340032
54.971	1937.22	-296.0272
55.021	1940.12	-363.655232
55.071	1942.93	-258.286896
55.121	1945.68	-186.426096
55.171	1948.39	-194.433552
55.22	1951.08	-267.088696
55.27	1953.73	-235.040424
55.32	1956.3	-269.144184
55.37	1958.86	-216.867456
55.42	1961.36	-279.09248
55.47	1963.84	-372.455424
55.52	1966.28	-209.7606
55.57	1968.78	-270.68272
55.62	1971.22	-341.055144
55.67	1973.66	-314.641152
55.72	1976.04	-225.899232
55.77	1978.39	-209.32992
55.82	1980.68	-237.022992
55.87	1982.91	-304.301232
55.92	1985.14	-289.151296
55.97	1987.27	-216.75264
56.02	1989.44	-279.548928
56.07	1991.58	-211.567256
56.12	1993.68	-214.14848
56.17	1995.79	-357.347536
56.22	1997.89	-199.226576
56.27	1999.94	-329.380904
56.32	2001.95	-244.8112
56.37	2003.88	-261.4716
56.42	2005.8	-360.200736
56.47	2007.69	-244.87812
56.52	2009.52	-255.63852
56.57	2011.32	-133.931712
56.62	2013.09	-306.3528
56.67	2014.77	-361.66728
56.72	2016.45	-186.666528
56.77	2018.04	-362.518848
56.82	2019.68	-221.8706
56.87	2021.21	-168.4256
56.92	2022.71	-235.835424
56.97	2024.11	-210.587968
57.02	2025.6	-203.725056
57.07	2027.01	-201.84152
57.119	2028.44	-255.03624
57.169	2029.79	-183.857216
57.219	2031.07	-148.485568
57.269	2032.35	-146.442816
57.319	2033.63	-140.479584
57.369	2034.88	-202.463056
57.419	2036.16	-154.753976
57.469	2037.45	-130.61044
57.519	2038.67	-114.44124
57.569	2039.86	-96.92312
57.619	2041.05	-128.307936
57.669	2042.18	-104.524168
57.719	2043.34	-108.38816
57.769	2044.43	-87.120416
57.819	2045.53	-118.981488
57.869	2046.6	-130.86216
57.919	2047.7	-93.20664
57.969	2048.74	-71.710704
58.019	2049.74	-60.82596
58.069	2050.75	-37.508384
58.119	2051.79	-26.880256
58.169	2052.8	-19.374752
58.219	2053.74	-38.03
58.269	2054.72	-51.217576
58.319	2055.66	-45.66744
58.369	2056.58	-39.70208
58.419	2057.53	-28.918152
58.469	2058.44	-12.44124
58.519	2059.36	-16.721472
58.569	2060.24	-29.675184
58.619	2061.16	-40.69848
58.669	2062.01	-40.760064
58.719	2062.84	-60.94492
58.769	2063.63	-78.5248
58.819	2064.45	-71.121024
58.869	2065.16	-93.039232
58.919	2065.92	-103.627104
58.968	2066.65	-68.472656
59.018	2067.35	-70.454384
59.068	2068.09	-62.395848
59.118	2068.76	-67.364608
59.168	2069.43	-58.01376
59.218	2070.07	-23.358456
59.268	2070.68	-16.885824
59.318	2071.35	-19.952928
59.368	2071.96	-13.403664
59.418	2072.6	-13.21408
59.468	2073.24	-7.541928
59.518	2073.82	-11.615232
59.568	2074.4	-9.026872
59.618	2075.01	-9.996352
59.668	2075.56	-10.986624
59.718	2076.17	-7.295808
59.768	2076.75	7.2216
59.818	2077.33	36.604992
59.868	2077.94	67.73368
59.918	2078.55	79.22376
59.968	2079.16	61.510872
60.018	2079.77	76.211136
60.068	2080.45	111.002896
60.118	2081.09	136.604952
60.168	2081.73	140.522424
60.218	2082.37	92.392144
60.268	2083.07	140.278656
60.318	2083.77	211.603864
60.368	2084.44	121.227096
60.418	2085.21	164.23832
60.468	2085.91	183.96544
60.518	2086.67	169.53508
60.568	2087.43	233.377344
60.618	2088.29	217.186464
60.668	2089.02	151.8616
60.718	2089.88	236.131616
60.768	2090.7	200.229232
60.818	2091.52	211.688048
60.867	2092.41	160.72644
60.917	2093.29	293.0244
60.967	2094.21	293.582912
61.017	2095.16	193.511
61.067	2096.13	208.060256
61.117	2097.05	173.65644
61.167	2098.05	173.3872
61.217	2099.09	180.21512
61.267	2100.1	259.435872
61.317	2101.14	224.63168
61.367	2102.24	254.39264
61.417	2103.3	198.755208
61.467	2104.43	185.92556
61.517	2105.56	171.263776
61.567	2106.72	268.263968
61.617	2107.88	192.326848
61.667	2109.1	248.917344
61.717	2110.32	166.32336
61.767	2111.57	267.662256
61.817	2112.83	246.406592
61.867	2114.08	171.564816
61.917	2115.36	226.09328
61.967	2116.67	302.1546
62.017	2117.98	198.826056
62.067	2119.26	256.898208
62.117	2120.64	166.449648
62.167	2121.98	282.765
62.217	2123.38	303.818528
62.267	2124.79	174.53232
62.317	2126.19	239.137216
62.367	2127.6	182.619752
62.417	2129.03	316.768928
62.467	2130.46	189.050472
62.517	2131.99	236.002576
62.567	2133.39	187.583136
62.617	2134.89	245.655104
62.667	2136.42	298.93632
62.716	2137.94	245.578496
62.766	2139.47	164.388096
62.816	2141.08	317.571408
62.866	2142.67	202.037472
62.916	2144.2	233.12288
62.966	2145.82	200.939
63.016	2147.4	268.145888
63.066	2149.02	226.42908
63.116	2150.7	167.151296
63.166	2152.35	233.25976
63.216	2153.99	276.485184
63.266	2155.64	266.501712
63.316	2157.35	310.504576
63.366	2159.03	188.191224
63.416	2160.77	171.707608
63.466	2162.51	227.934992
63.516	2164.25	188.072352
63.566	2166.02	286.006128
63.622	2167.79	232.8816
63.676	2169.53	310.300768
63.726	2171.33	229.962304
63.776	2173.1	210.455168
63.826	2174.93	308.932608
63.876	2176.76	171.912192
63.926	2178.59	303.455376
63.976	2180.48	228.488224
64.026	2182.31	296.89244
64.076	2184.18	194.322128
64.126	2186.07	225.07856
64.176	2187.99	227.980432
64.226	2189.91	279.6876
64.276	2191.81	218.531328
64.326	2193.7	197.406144
64.376	2195.62	163.843008
64.426	2197.57	226.415544
64.476	2199.5	205.584384
64.526	2201.48	242.527744
64.575	2203.43	240.9972
64.625	2205.45	202.307616
64.675	2207.46	244.23968
64.725	2209.48	273.01184
64.775	2211.43	221.620272
64.825	2213.47	258.603352
64.875	2215.52	260.21088
64.925	2217.53	269.842944
64.975	2219.58	281.1354
65.025	2221.71	292.200272
65.075	2223.76	279.579024
65.125	2225.83	226.337712
65.175	2227.91	250.64832
65.225	2230.05	277.905816
65.275	2232.15	231.273216
65.325	2234.26	300.226256
65.375	2236.39	199.199552
65.425	2238.53	245.582136
65.475	2240.7	202.407408
65.525	2242.83	293.833584
65.575	2245	200.755
65.625	2247.17	295.367104
65.675	2249.33	207.175032
65.725	2251.5	255.159384
65.775	2253.73	176.60016
65.825	2255.92	214.940288
65.875	2258.15	316.076256
65.925	2260.38	161.948248
65.975	2262.64	168.614624
66.025	2264.9	115.980648
66.075	2267.12	-67.155192
66.125	2269.38	-184.9088
66.175	2271.58	-362.215456
66.225	2273.72	-311.626448
66.275	2275.82	-307.36832
66.325	2277.87	-335.967384
66.375	2279.91	-189.848488
66.425	2281.9	-223.86144
66.474	2283.85	-329.495776
66.524	2285.8	-267.357816
66.574	2287.69	-244.99176
66.624	2289.62	-124.93296
66.674	2291.54	-178.17396
66.724	2293.4	-159.54944
66.774	2295.29	-208.544256
66.824	2297.12	-203.842744
66.874	2298.92	-234.768384
66.924	2300.72	-221.454288
66.974	2302.53	-203.176
67.024	2304.3	-162.7168
67.074	2306.03	-87.804
67.124	2307.84	-85.5042
67.174	2309.54	-66.91072
67.224	2311.25	-30.09552
67.274	2312.99	-4.839536
67.324	2314.67	8.343648
67.374	2316.41	5.701752
67.424	2318.09	3.592736
67.474	2319.8	8.826944
67.524	2321.54	20.622976
67.574	2323.22	25.670664
67.624	2324.96	26.78112
67.674	2326.63	31.179824
67.724	2328.34	32.082848
67.774	2329.99	23.565744
67.824	2331.67	27.589176
67.874	2333.32	35.577856
67.924	2335	73.005296
67.974	2336.64	73.973088
68.024	2338.29	110.27456
68.074	2339.97	155.421312
68.124	2341.71	130.793432
68.174	2343.39	161.582688
68.224	2345.1	232.449336
68.274	2346.81	263.471216
68.323	2348.55	299.4464
68.373	2350.29	308.509728
68.423	2352.09	190.062992
68.473	2353.8	298.677896
68.523	2355.57	260.224936
68.573	2357.34	263.09712
68.623	2359.14	231.33184
68.673	2360.91	170.732624
68.723	2362.74	255.11808
68.773	2364.54	253.540128
68.823	2366.34	266.319576
68.873	2368.2	194.576336
68.923	2370.06	221.613816
68.973	2371.89	162.678576
69.023	2373.79	159.432
69.073	2375.62	215.28828
69.123	2377.51	197.76016
69.173	2379.34	199.366
69.223	2381.2	306.054144
69.273	2383.12	215.31528
69.323	2385.02	186.58224
69.373	2386.94	208.967008
69.423	2388.83	306.103296
69.473	2390.75	184.990304
69.523	2392.71	277.371312
69.573	2394.66	319.0688
69.623	2396.58	220.045968
69.673	2398.57	259.940664
69.723	2400.52	164.216608
69.773	2402.47	288.62984
69.823	2404.52	272.619144
69.873	2406.5	271.116
69.923	2408.48	213.634592
69.973	2410.53	261.44224
70.023	2412.54	186.58224
70.073	2414.59	216.787264
70.123	2416.63	258.250032
70.173	2418.74	248.78256
70.222	2420.78	256.528384
70.272	2422.89	194.603664
70.322	2424.96	250.240416
70.372	2427.1	259.833736
70.422	2429.18	205.456752
70.472	2431.28	188.100496
70.522	2433.42	251.678832
70.572	2435.55	192.950472
70.622	2437.69	216.692608
70.672	2439.86	299.590784
70.722	2441.99	251.800176
70.772	2444.16	211.973272
70.822	2446.3	307.490688
70.872	2448.49	180.068664
70.922	2450.66	250.016848
70.972	2452.89	304.50748
71.022	2455.05	286.8192
71.072	2457.25	266.052376
71.122	2459.48	159.272
71.172	2461.68	162.507216
71.222	2463.87	178.403456
71.272	2466.07	181.635744
71.322	2468.36	312.075904
71.372	2470.59	200.754288
71.422	2472.85	261.141792
71.472	2475.1	207.02344
71.522	2477.3	254.80192
71.572	2479.59	291.385776
71.622	2481.88	253.195416
71.672	2484.17	167.121296
71.722	2486.46	227.810096
71.772	2488.69	164.945328
71.822	2490.97	202.971024
71.872	2493.29	285.18848
71.922	2495.61	249.957816
71.972	2497.9	304.08728
72.022	2500.19	179.80108
72.071	2502.48	311.713696
72.121	2504.77	310.31208
72.171	2507.06	187.741776
72.221	2509.35	230.4804
72.271	2511.64	208.38956
72.321	2513.92	160.608584
72.371	2516.27	175.955424
72.421	2518.56	140.96784
72.471	2520.94	124.862528
72.521	2523.29	106.912944
72.571	2525.61	158.73888
72.621	2527.96	181.622
72.671	2530.31	106.869504
72.721	2532.63	135.447936
72.771	2535.01	132.06564
72.821	2537.42	181.891712
72.871	2539.8	291.590736
72.921	2542.12	235.169632
72.971	2544.47	179.361736
73.021	2546.88	305.600832
73.071	2549.26	300.27564
73.121	2551.67	225.494864
73.171	2554.06	295.080816
73.221	2556.44	166.47708
73.271	2558.82	285.61536
73.321	2561.23	218.773056
73.371	2563.64	172.13328
73.421	2566.02	130.590088
73.471	2568.43	-8.29608
73.521	2570.78	-60.24512
73.571	2573.16	-158.074704
73.621	2575.51	-209.83752
73.671	2577.8	-261.107568
73.721	2580.09	-285.884072
73.771	2582.31	-323.570688
73.821	2584.51	-252.777096
73.871	2586.68	-331.99296
73.921	2588.88	-329.878144
73.97	2591.01	-236.189096
74.02	2593.12	-160.991472
74.07	2595.16	-211.2712
74.12	2597.18	-259.631984
74.17	2599.16	-368.340128
74.22	2601.08	-283.10824
74.27	2603.04	-311.098128
74.32	2604.96	-199.619472
74.37	2606.82	-178.460424
74.42	2608.59	-241.11608
74.47	2610.39	-171.782144
74.52	2612.16	-123.0984
74.57	2613.93	-151.963648
74.62	2615.64	-209.33744
74.67	2617.44	-130.117624
74.72	2619.15	-130.862528
74.77	2620.83	-86.744472
74.82	2622.51	-154.457424
74.87	2624.16	-117.264
74.92	2625.8	-24.471976
74.97	2627.45	-5.056776
75.02	2629.13	-2.86936
75.07	2630.81	-7.161248
75.12	2632.46	-34.56648
75.17	2634.1	-100.602696
75.22	2635.69	-127.373792
75.27	2637.22	-148.42896
75.32	2638.8	-81.0424
75.37	2640.42	-66.413576
75.42	2641.95	-85.576096
75.47	2643.47	-50.24316
75.52	2645	-35.316576
75.57	2646.52	-35.347896
75.62	2648.05	-34.20576
75.67	2649.58	-35.018368
75.72	2651.04	-39.798672
75.77	2652.48	-34.595264
75.819	2654	-3.72936
75.869	2655.37	21.63976
75.919	2656.9	29.870632
75.969	2658.43	29.419744
76.019	2659.86	17.86904
76.069	2661.33	-25.62556
76.119	2662.79	-69.842736
76.169	2664.23	-91.48576
76.219	2665.6	-122.877568
76.269	2667	-139.4372
76.319	2668.38	-71.601728
76.369	2669.69	-79.16384
76.419	2671	-52.903488
76.469	2672.37	-14.530688
76.519	2673.72	-5.242272
76.569	2675.03	-0.10904
76.619	2676.4	17.458464
76.669	2677.74	38.840832
76.719	2679.12	38.959032
76.769	2680.46	33.829184
76.819	2681.86	53.36008
76.869	2683.21	133.09488
76.919	2684.61	168.53408
76.969	2685.95	190.3576
77.019	2687.36	182.807968
77.069	2688.79	219.75912
77.119	2690.17	213.52352
77.169	2691.69	159.34228
77.219	2693.1	110.171712
77.269	2694.5	111.79792
77.319	2695.93	164.718848
77.369	2697.34	280.37796
77.419	2698.8	188.662176
77.469	2700.24	216.37584
77.519	2701.7	286.17416
77.569	2703.14	201.814
77.619	2704.66	280.009496
77.668	2706.03	321.577632
77.718	2707.56	221.335008
77.768	2709.09	218.20104
77.818	2710.61	198.72372
77.868	2712.14	298.96296
77.918	2713.79	246.774312
77.968	2715.34	230.891904
78.018	2716.87	285.382416
78.068	2718.39	226.196712
78.118	2719.98	183.04752
78.168	2721.6	307.869696
78.218	2723.25	253.535648
78.268	2724.8	206.916
78.318	2726.45	226.291464
78.368	2728.13	226.246344
78.418	2729.75	211.799808
78.468	2731.46	256.52992
78.518	2733.13	253.582416
78.568	2734.84	271.039496
78.618	2736.58	231.003648
78.668	2738.26	272.5644
78.718	2740	298.318704
78.768	2741.74	312.71448
78.818	2743.51	277.468472
78.868	2745.28	221.132304
78.918	2747.05	184.35696
78.968	2748.85	293.316792
79.018	2750.68	227.602144
79.068	2752.48	317.192832
79.118	2754.28	184.2852
79.168	2756.12	177.753624
79.218	2757.98	317.276784
79.268	2759.84	307.408896
79.318	2761.7	217.761024
79.368	2763.56	212.924488
79.418	2765.48	219.285488
79.468	2767.38	184.06808
79.518	2769.27	312.0468
79.567	2771.16	169.560992
79.617	2773.08	223.98096
79.667	2775.01	246.257088
79.717	2776.96	172.73952
79.767	2778.94	230.237568
79.817	2780.87	295.77208
79.867	2782.85	217.364992
79.917	2784.8	262.2032
79.967	2786.82	260.370984
80.017	2788.83	222.053056
80.067	2790.84	150.3144
80.117	2792.8	-0.494592
80.167	2794.84	-45.526384
80.217	2796.86	-97.257408
80.267	2798.81	-234.880128
80.317	2800.76	-313.743312
80.367	2802.62	-235.18728
80.417	2804.46	-288.621864
80.467	2806.29	-262.254192
80.517	2808.06	-177.150832
80.567	2809.8	-158.549736
80.617	2811.54	-177.979832
80.667	2813.28	-216.20516
80.717	2814.98	-265.640992
80.767	2816.66	-285.192416
80.817	2818.25	-176.66792
80.867	2819.87	-170.35488
80.917	2821.39	-263.919488
80.967	2822.83	-173.05
81.017	2824.29	-266.843808
81.067	2825.73	-162.511104
81.117	2827.16	-282.7536
81.167	2828.53	-157.099536
81.217	2829.88	-139.312728
81.267	2831.13	-175.745296
81.317	2832.38	-205.400544
81.367	2833.6	-152.233304
81.416	2834.82	-124.26256
81.466	2836.01	-182.382136
81.516	2837.17	-156.772728
81.566	2838.3	-139.935024
81.616	2839.4	-130.934048
81.666	2840.47	-155.07744
81.716	2841.6	-118.713312
81.766	2842.6	-120.6074
81.816	2843.61	-136.07256
81.866	2844.65	-96.391808
81.916	2845.65	-86.181552
81.966	2846.57	-63.7546
82.016	2847.49	-96.111616
82.066	2848.43	-53.470048
82.116	2849.35	-77.775376
82.166	2850.26	-75.620352
82.216	2851.12	-43.231888
82.266	2851.97	-41.70776
82.322	2852.8	-59.358096
82.376	2853.62	-38.098112
82.426	2854.41	-40.344
82.476	2855.21	-36.03464
82.526	2856.03	-19.053696
82.576	2856.79	-6.155136
82.626	2857.56	-0.822272
82.676	2858.32	-5.184192
82.726	2859.14	-11.286912
82.776	2859.85	-24.071376
82.826	2860.61	-21.731424
82.876	2861.31	-22.25124
82.926	2862.04	-23.029824
82.976	2862.71	-23.000304
83.026	2863.42	-14.296
83.076	2864.09	-12.36768
83.126	2864.76	-3.1808
83.176	2865.46	20.940832
83.226	2866.19	45.84576
83.276	2866.87	49.348256
83.325	2867.63	92.1186
83.375	2868.36	98.339968
83.425	2869.06	115.593296
83.475	2869.86	71.66496
83.525	2870.53	65.88396
83.575	2871.38	90.38936
83.625	2872.11	71.8614
83.675	2872.91	102.41352
83.725	2873.64	109.87984
83.775	2874.49	92.41044
83.825	2875.26	136.077184
83.875	2876.05	149.942448
83.925	2876.91	121.84416
83.975	2877.73	129.70232
84.025	2878.58	156.381024
84.075	2879.5	196.6116
84.125	2880.38	189.32288
84.175	2881.3	218.81784
84.225	2882.25	185.00248
84.275	2883.19	271.07136
84.325	2884.17	238.812912
84.375	2885.11	243.35908
84.425	2886.15	245.9688
84.475	2887.07	182.6384
84.525	2888.17	316.060272
84.575	2889.2	307.345552
84.625	2890.21	191.99316
84.675	2891.31	205.173248
84.725	2892.41	233.30076
84.775	2893.57	270.619776
84.825	2894.67	211.765168
84.875	2895.77	213.372192
84.925	2896.93	174.495168
84.975	2898.12	166.432344
85.025	2899.28	247.256568
85.075	2900.43	179.399088
85.125	2901.66	313.400016
85.174	2902.88	172.983048
85.224	2904.13	287.528384
85.274	2905.38	166.45624
85.324	2906.66	185.85104
85.374	2907.97	287.63376
85.424	2909.32	161.5912
85.474	2910.6	214.93332
85.524	2911.94	282.7804
85.574	2913.31	177.74416
85.624	2914.69	275.403648
85.674	2916.06	84.261408
85.724	2917.46	-32.79288
85.774	2918.78	-80.931576
85.824	2920.12	-110.94824
85.874	2921.43	-127.512
85.924	2922.68	-160.850144
85.974	2923.93	-125.64072
86.024	2925.15	-106.084056
86.074	2926.28	-84.94992
86.124	2927.44	-79.369232
86.174	2928.57	-59.527952
86.224	2929.7	-81.102496
86.274	2930.8	-66.462792
86.324	2931.96	-54.028896
86.374	2933.03	-32.004984
86.424	2934.16	-46.79696
86.474	2935.19	-62.368192
86.524	2936.29	-37.66956
86.574	2937.36	-26.384576
86.624	2938.43	-14.231072
86.674	2939.44	-8.206272
86.724	2940.47	-13.41704
86.774	2941.48	-14.433328
86.824	2942.52	-6.78408
86.874	2943.62	12.730368
86.924	2944.63	20.045136
86.974	2945.66	19.44576
87.023	2946.67	20.03008
87.073	2947.68	28.226016
87.123	2948.71	28.739328
87.173	2949.72	24.202368
87.223	2950.73	28.619544
87.273	2951.77	35.02968
87.323	2952.77	41.006232
87.373	2953.78	64.311568
87.423	2954.82	70.46004
87.473	2955.92	71.686784
87.523	2956.95	106.858272
87.573	2958.05	136.08008
87.623	2959.12	137.721584
87.673	2960.22	162.476824
87.723	2961.35	139.54116
87.773	2962.48	110.592216
87.823	2963.61	135.982384
87.873	2964.71	104.927872
87.923	2965.87	142.92624
87.973	2967.03	209.961648
88.023	2968.18	168.376992
88.073	2969.34	258.11576
88.123	2970.5	308.455392
88.173	2971.73	270.506464
88.223	2972.95	286.54848
88.273	2974.17	238.0752
88.323	2975.39	177.23376
88.373	2976.61	318.717632
88.423	2977.86	169.7388
88.473	2979.11	290.74464
88.523	2980.42	218.18376
88.573	2981.7	271.8368
88.623	2983.05	195.442104
88.673	2984.39	312.156176
88.723	2985.79	167.80932
88.773	2987.14	239.715008
88.823	2988.51	271.517568
88.873	2989.91	297.22624
88.922	2991.38	264.97808
88.972	2992.75	274.788
89.022	2994.28	297.47648
89.072	2995.71	271.645248
89.122	2997.18	248.828272
89.172	2998.7	193.9344
89.222	3000.23	311.884912
89.272	3001.75	171.26208
89.322	3003.28	256.936368
89.372	3004.9	192.288768
89.422	3006.49	266.739
89.472	3008.01	290.3832
89.522	3009.6	231.4368
89.572	3011.22	259.949088
89.622	3012.86	221.73288
89.672	3014.51	218.745664
89.722	3016.19	312.198768
89.772	3017.81	170.211408
89.822	3019.52	237.67616
89.872	3021.23	171.95328
89.922	3022.93	218.772864
89.972	3024.64	321.7488
90.022	3026.35	207.150264
90.072	3028.12	292.654544
90.122	3029.89	313.76124
90.172	3031.69	211.950816
90.222	3033.49	228.081536
90.272	3035.23	164.095152
90.322	3037.03	271.877736
90.372	3038.83	170.21056
90.422	3040.67	221.625792
90.472	3042.5	225.176
90.522	3044.39	223.661008
90.572	3046.22	266.585376
90.622	3048.11	285.84664
90.672	3049.97	222.027648
90.722	3051.87	186.618944
90.771	3053.76	176.60456
90.821	3055.71	266.561472
90.871	3057.6	278.406824
90.921	3059.53	265.43484
90.971	3061.51	295.431872
91.021	3063.43	165.394928
91.071	3065.45	222.00336
91.121	3067.4	242.986784
91.171	3069.41	263.327584
91.221	3071.37	223.208424
91.271	3073.38	268.334264
91.321	3075.39	220.343128
91.371	3077.44	217.22796
91.421	3079.48	191.077824
91.471	3081.5	258.596912
91.521	3083.63	188.247384
91.571	3085.68	192.99168
91.621	3087.72	192.67584
91.671	3089.86	183.345744
91.721	3091.94	318.596256
91.771	3094.04	282.584192
91.821	3096.15	300.333968
91.871	3098.25	318.491712
91.921	3100.39	246.148848
91.971	3102.53	311.601248
92.021	3104.66	289.03968
92.071	3106.86	302.43184
92.121	3109.06	316.950936
92.171	3111.25	216.75168
92.221	3113.45	199.19856
92.271	3115.65	223.305168
92.321	3117.85	268.618832
92.371	3120.04	189.788368
92.421	3122.3	250.539744
92.471	3124.53	244.43424
92.521	3126.76	271.919648
92.571	3129.02	247.34248
92.621	3131.27	292.238128
92.67	3133.5	275.088384
92.72	3135.82	226.859976
92.77	3138.08	308.249088
92.82	3140.4	173.453184
92.87	3142.66	313.78932
92.92	3145.01	310.08924
92.97	3147.36	314.725824
93.02	3149.68	284.760432
93.07	3152.06	184.97244
93.12	3154.38	163.806288
93.17	3156.69	207.459864
93.22	3159.08	255.83736
93.27	3161.43	321.2336
93.32	3163.74	231.274368
93.37	3166.09	313.69104
93.42	3168.44	162.450016
93.47	3170.76	239.316648
93.52	3173.21	319.656088
93.57	3175.65	294.353304
93.62	3178.09	270.33888
93.67	3180.53	211.959264
93.72	3182.97	303.4206
93.77	3185.41	223.655448
93.82	3187.85	280.043952
93.87	3190.3	255.243336
93.92	3192.74	316.276408
93.97	3195.18	173.59488
94.02	3197.62	302.350624
94.07	3200.06	199.526912
94.12	3202.5	162.176104
94.17	3204.94	200.742
94.22	3207.42	263.885184
94.27	3209.92	189.8148
94.32	3212.48	248.93372
94.37	3215.05	289.10736
94.42	3217.55	199.444576
94.47	3220.11	209.15856
94.519	3222.67	218.427968
94.569	3225.18	298.68624
94.619	3227.68	308.940288
94.669	3230.24	230.147632
94.719	3232.78	263.104544
94.769	3235.31	184.79488
94.819	3237.87	178.291752
94.869	3240.41	176.70664
94.919	3242.94	265.65924
94.969	3245.5	166.981568
95.019	3248.07	301.821216
95.069	3250.72	209.17416
95.119	3253.35	210.46984
95.169	3255.97	305.25552
0	3258.66	164.02416
